Id,Sales
155,8199.321
156,8842.37
157,11426.452
158,10649.398
159,9322.542
160,7388.152
161,9164.174
162,9905.495
163,7417.7725
164,8388.704
165,5032.0947
166,7023.5894
167,13839.887
168,10660.008
169,7298.612
170,6026.2393
171,8843.847
172,8043.995
173,10403.516
174,7069.116
175,7080.9326
176,6680.3257
177,4849.252
178,12707.248
179,10109.924
180,8857.852
181,8410.077
182,6802.0913
183,6413.7695
184,7643.99
185,8355.302
186,4821.4536
187,8463.59
188,8802.283
189,10545.395
190,9245.231
191,8511.798
192,16120.87
193,6374.5234
194,6424.8765
195,12983.614
196,6409.801
197,9661.339
198,4459.0957
199,10274.192
200,10009.479
201,6948.2485
202,7821.3086
203,8337.709
204,7111.7495
205,8057.0874
206,10213.792
207,13853.819
208,4048.6548
209,8902.079
210,4435.0815
211,15765.831
212,5449.238
213,9912.63
214,11236.493
215,9628.545
216,9410.017
217,6111.0913
218,5977.9663
219,3670.8232
220,5645.5913
221,7507.657
222,5957.5537
223,9912.025
224,8794.856
225,7131.4824
226,7904.991
227,6858.496
228,9873.472
229,12197.103
230,10402.732
231,7728.6206
232,5630.1357
233,11920.694
234,12999.152
235,7025.4453
236,10097.203
237,4943.382
238,10543.242
239,6153.609
240,5345.365
241,8053.2764
242,5334.16
243,10414.119
244,6852.2583
245,10955.73
246,9798.292
247,11152.5625
248,11161.48
249,6930.0806
250,12423.367
251,22047.975
252,13307.822
253,8439.857
254,3961.4182
255,7841.095
256,10726.524
257,7009.709
258,7118.0474
259,15164.416
260,6712.3823
261,14230.518
262,25508.61
263,5057.729
264,8182.821
265,6911.7554
266,4460.2954
267,11437.596
268,6779.893
269,11573.633
270,11918.239
271,10439.687
272,8353.828
273,8528.953
274,6339.3135
275,8446.993
276,4920.0254
277,9167.347
278,9458.625
279,11596.693
280,7221.7407
281,7317.167
282,4754.3193
283,8935.561
284,6679.249
285,6455.997
286,5326.4624
287,9458.508
288,6723.4097
289,7306.0854
290,7719.92
291,10478.741
292,1.0
293,7431.121
294,7495.2007
295,7431.0503
296,8458.094
297,8351.955
298,10054.324
299,10247.1045
300,9748.682
301,6675.8984
302,4733.6934
303,8541.897
304,9316.444
305,6925.1377
306,6117.553
307,3640.1926
308,11123.552
309,8616.523
310,12309.386
311,7778.643
312,7216.4453
313,10398.229
314,6748.9883
315,5666.405
316,10946.748
317,6607.841
318,9220.927
319,11154.925
320,19610.867
321,7573.3496
322,6144.8286
323,9101.778
324,7592.06
325,8101.597
326,6942.426
327,11317.019
328,5493.4883
329,8828.516
330,4954.2812
331,6900.399
332,4313.5737
333,12449.711
334,6448.0894
335,16886.037
336,17014.328
337,7033.9204
338,7740.3574
339,6965.016
340,7988.098
341,7159.3364
342,13717.659
343,8831.809
344,12391.795
345,5236.031
346,8626.383
347,6773.7075
348,10535.12
349,9384.329
350,8455.819
351,8159.907
352,8140.3564
353,8377.134
354,10104.227
355,12634.533
356,8495.86
357,10390.685
358,12552.223
359,7716.1284
360,9067.915
361,8615.299
362,11094.457
363,9108.612
364,6954.0566
365,7576.052
366,8776.413
367,6775.872
368,15499.569
369,7998.3677
370,9009.423
371,8065.3604
372,11212.599
373,6327.564
374,8645.352
375,13496.112
376,10468.5625
377,13229.729
378,9510.903
379,5307.105
380,17510.092
381,10375.156
382,10897.558
383,20486.072
384,12671.11
385,8711.022
386,9180.017
387,12624.018
388,12284.651
389,12847.45
390,14575.499
391,8370.992
392,8139.8677
393,7880.164
394,9939.309
395,5091.8267
396,13364.551
397,8312.506
398,8193.669
399,7116.533
400,11497.17
401,8619.778
402,7104.827
403,8725.815
404,6235.322
405,5358.158
406,9956.216
407,5849.1133
408,6895.228
409,6821.121
410,7670.9775
411,12283.198
412,10934.747
413,9714.673
414,7716.585
415,7469.0024
416,12776.273
417,8608.892
418,8369.954
419,7534.465
420,6016.8657
421,13513.899
422,4939.446
423,15167.482
424,9602.398
425,4838.0293
426,5934.6294
427,9135.175
428,7708.5884
429,6744.059
430,11264.049
431,11169.861
432,14926.722
433,9259.042
434,11012.857
435,3548.6538
436,7308.8457
437,9620.732
438,6734.6997
439,8782.375
440,8004.5493
441,8278.476
442,6630.443
443,6611.5103
444,15304.277
445,12213.679
446,6936.568
447,5840.132
448,9768.218
449,13324.358
450,10202.255
451,6490.5737
452,7596.841
453,15323.03
454,8314.131
455,9541.678
456,7429.059
457,6570.6655
458,8898.378
459,13323.253
460,6644.8843
461,6199.455
462,5646.3237
463,6428.4014
464,11631.32
465,9747.566
466,10336.971
467,16188.709
468,8057.31
469,16897.25
470,15546.278
471,8832.256
472,6530.3906
473,4112.981
474,8737.241
475,7656.008
476,7284.334
477,7857.161
478,9358.114
479,16698.451
480,6229.763
481,7664.534
482,9994.968
483,6134.545
484,9994.387
485,6769.406
486,6111.3594
487,9155.192
488,4221.3066
489,8997.941
490,10329.491
491,8644.247
492,10843.707
493,10644.22
494,9838.878
495,6800.8716
496,10011.712
497,11795.249
498,7934.852
499,7433.099
500,7475.859
501,6659.141
502,14465.512
503,9196.158
504,8822.59
505,6546.893
506,10156.081
507,9924.275
508,11108.401
509,7142.34
510,10412.54
511,6506.199
512,8663.3545
513,21262.746
514,7580.8516
515,11449.143
516,7014.859
517,7669.814
518,7376.8506
519,7829.6387
520,5454.381
521,7303.187
522,10703.49
523,15823.043
524,11152.053
525,10974.555
526,12363.202
527,13674.904
528,14284.9375
529,10532.488
530,10765.666
531,5322.821
532,11859.774
533,15500.944
534,10051.103
535,9475.42
536,12936.15
537,7757.1123
538,4387.0054
539,13736.315
540,8086.6816
541,8635.355
542,6970.745
543,3289.1428
544,18451.342
545,13545.76
546,15369.1045
547,6973.1387
548,4831.347
549,6106.902
550,6364.5054
551,9899.347
552,9145.278
553,9148.812
554,6032.0073
555,5831.3315
556,8720.424
557,5561.533
558,4154.49
559,9444.247
560,17502.68
561,8462.072
562,22577.74
563,5993.09
564,6733.37
565,8766.775
566,7036.8525
567,7399.6895
568,6012.1387
569,4739.7476
570,5977.3105
571,9756.271
572,8126.3853
573,4939.931
574,10245.042
575,7326.9443
576,8694.114
577,6687.823
578,14222.309
579,9690.991
580,12382.875
581,6208.527
582,8051.0337
583,5667.7993
584,6046.985
585,7306.4897
586,18203.975
587,12523.201
588,8641.576
589,7200.7896
590,6931.819
591,8032.0967
592,5183.3315
593,12066.194
594,5390.582
595,18023.705
596,6512.8306
597,7036.4297
598,6689.2905
599,11681.37
600,10942.196
601,5843.654
602,6980.7583
603,9794.34
604,8383.368
605,9940.825
606,6939.4067
607,6531.948
608,12610.251
609,6004.9346
610,4560.3506
611,6788.519
612,8227.201
613,7453.503
614,8781.244
615,10941.101
616,11059.983
617,8570.305
618,8897.097
619,6633.0493
620,11180.829
621,7252.617
622,5937.126
623,9569.594
624,8405.915
625,7574.9897
626,11937.59
627,7962.3877
628,10085.144
629,7031.834
630,7982.1426
631,7390.5767
632,9385.914
633,7241.44
634,8816.298
635,8346.11
636,9376.286
637,12018.094
638,7563.0703
639,5379.005
640,13434.442
641,6763.023
642,3484.5784
643,11963.726
644,11914.454
645,16375.643
646,6366.946
647,9260.49
648,7011.9355
649,5140.706
650,8080.175
651,8823.415
652,9639.607
653,7585.0825
654,7944.9546
655,10977.057
656,4359.0864
657,8509.273
658,7342.972
659,6220.1387
660,6745.693
661,7346.0825
662,10097.126
663,7816.5356
664,7556.141
665,10291.307
666,8706.139
667,11741.542
668,10989.941
669,6225.172
670,9501.193
671,9031.732
672,10854.364
673,10769.189
674,13117.192
675,4250.707
676,10786.623
677,9220.346
678,10315.629
679,12178.271
680,6699.698
681,4974.1455
682,14781.398
683,10720.47
684,10720.174
685,7458.7085
686,7479.582
687,9791.126
688,4975.284
689,7985.4854
690,6871.376
691,9817.402
692,7128.8027
693,7796.0156
694,9986.201
695,6394.4673
696,11837.297
697,13443.89
698,17504.482
699,12077.892
700,5974.6772
701,7496.3657
702,6589.6577
703,3594.8794
704,12793.345
705,10937.574
706,7474.9893
707,13911.826
708,6898.833
709,10880.619
710,6391.6685
711,7595.906
712,7297.4287
713,12000.1455
714,7515.488
715,9917.774
716,7238.353
717,7341.4526
718,9366.775
719,7045.6235
720,9513.471
721,9015.724
722,10223.305
723,10676.898
724,8327.6
725,6966.544
726,13741.045
727,5693.0156
728,6668.5034
729,14285.959
730,8637.365
731,10167.712
732,11240.052
733,18420.379
734,6782.966
735,6481.529
736,6317.7637
737,9724.453
738,9792.49
739,12597.4375
740,9686.39
741,10688.973
742,10327.087
743,5070.985
744,9425.125
745,8528.367
746,8053.868
747,10286.537
748,7296.19
749,6316.4263
750,6579.163
751,4363.958
752,6870.642
753,9073.452
754,9248.133
755,12848.186
756,23517.02
757,8613.318
758,6133.995
759,10164.822
760,9445.22
761,11970.699
762,5836.891
763,7443.3647
764,5877.5347
765,11316.641
766,7798.165
767,8729.453
768,18485.143
769,14752.119
770,6228.979
771,8662.454
772,5251.2656
773,6885.7837
774,6767.127
775,9812.357
776,6103.0176
777,5820.479
778,6608.301
779,8390.944
780,7710.1035
781,5467.6533
782,7477.9697
783,8588.2
784,9488.135
785,9977.329
786,3699.1384
787,13680.475
788,19992.014
789,4291.9644
790,9038.117
791,11308.096
792,9690.862
793,6314.7334
794,3817.7986
795,5367.0073
796,8925.459
797,6053.385
798,9494.399
799,12267.58
800,5696.128
801,7355.6953
802,9529.437
803,6050.943
804,6247.8296
805,6260.238
806,9746.6
807,11571.172
808,10062.689
809,10497.287
810,7470.7056
811,5220.8647
812,7896.092
813,8118.305
814,11670.868
815,8057.026
816,6750.913
817,23317.96
818,7012.1294
819,6210.0903
820,14392.191
821,10598.462
822,10270.715
823,7257.3364
824,9263.918
825,5653.529
826,11182.461
827,17943.521
828,7288.9766
829,7686.702
830,7677.653
831,15311.884
832,8650.655
833,6455.6523
834,7843.137
835,7057.811
836,7373.157
837,5507.1187
838,9537.064
839,5308.629
840,8312.902
841,3919.7988
842,23854.25
843,11305.6045
844,6099.078
845,5397.157
846,12502.889
847,9433.723
848,9624.468
849,10543.956
850,8056.557
851,5919.7773
852,5706.836
853,13158.278
854,5999.8335
855,9621.458
856,8847.288
857,9075.59
858,5981.0234
859,9254.283
860,8415.63
861,5063.923
862,11875.394
863,14142.503
864,6449.83
865,9034.257
866,9060.774
867,6596.3296
868,10477.822
869,7774.3853
870,7671.5845
871,8261.391
872,8675.319
873,4086.2983
874,5869.5684
875,5756.944
876,1.0
877,8302.625
878,11167.103
879,5442.08
880,9607.932
881,6484.732
882,7602.893
883,5927.162
884,7282.139
885,6816.191
886,7124.1943
887,7905.579
888,11416.877
889,6224.786
890,8316.677
891,11212.877
892,10959.263
893,7710.339
894,11921.684
895,11784.162
896,9139.279
897,4770.523
898,9511.584
899,6029.867
900,7240.5903
901,8431.618
902,5068.1074
903,14038.314
904,7262.994
905,8388.352
906,14033.735
907,8885.597
908,4985.546
909,14803.04
910,8001.107
911,12742.686
912,6769.6704
913,11620.354
914,11237.372
915,8637.785
916,6110.823
917,9052.663
918,6445.7217
919,7981.7695
920,7455.643
921,9839.92
922,8191.0664
923,5713.2305
924,4813.2144
925,9076.499
926,9800.376
927,8715.635
928,11357.274
929,8396.076
930,8617.772
931,7193.3486
932,10416.522
933,9794.386
934,8503.326
935,8407.238
936,7400.946
937,8453.287
938,12275.328
939,7240.0034
940,9794.06
941,6567.965
942,8030.1816
943,8303.092
944,10018.943
945,5339.933
946,5283.824
947,10530.018
948,10650.303
949,6819.514
950,7539.9717
951,9864.332
952,7547.0513
953,6846.5225
954,8848.208
955,6412.0264
956,4749.442
957,10538.034
958,4749.4463
959,10203.053
960,8312.196
961,8489.615
962,9611.974
963,13145.17
964,12783.123
965,10806.672
966,5785.486
967,9965.754
968,9087.726
969,5534.465
970,2996.801
971,10486.6
972,4597.7656
973,9863.1
974,14797.196
975,8967.228
976,9246.757
977,5536.8516
978,9807.94
979,7752.6226
980,8202.8955
981,10327.757
982,9793.256
983,10723.17
984,7307.7163
985,9994.93
986,6807.199
987,9601.767
988,5257.5356
989,6805.102
990,8526.082
991,6413.984
992,6327.0146
993,10366.838
994,6265.345
995,10905.647
996,8575.08
997,6102.6626
998,5985.9316
999,11277.055
1000,8706.006
1001,7501.6514
1002,7741.7974
1003,9245.399
1004,7217.382
1005,8101.481
1006,9966.686
1007,10261.109
1008,7003.7007
1009,5880.428
1010,13540.283
1011,9709.912
1012,7058.4844
1013,5180.1934
1014,16387.408
1015,8239.546
1016,7022.055
1017,7481.052
1018,13768.345
1019,10639.602
1020,10560.593
1021,11123.668
1022,8977.882
1023,7001.5166
1024,8219.742
1025,9115.722
1026,13085.191
1027,18761.113
1028,6854.4023
1029,6020.339
1030,4750.6426
1031,5845.0977
1032,13087.551
1033,18226.959
1034,7506.1963
1035,5678.2266
1036,6425.9126
1037,8674.352
1038,6372.809
1039,9491.71
1040,10782.478
1041,6966.797
1042,6044.8687
1043,11432.153
1044,8000.504
1045,13871.06
1046,12941.629
1047,7680.1064
1048,9253.586
1049,4970.797
1050,9110.654
1051,10411.149
1052,9499.489
1053,10897.87
1054,8618.939
1055,10424.364
1056,6415.752
1057,6926.6904
1058,8623.577
1059,11377.7
1060,10434.162
1061,10160.605
1062,8767.051
1063,5115.866
1064,12491.815
1065,5826.856
1066,11301.658
1067,7270.57
1068,5374.4355
1069,7158.3667
1070,8867.817
1071,6671.659
1072,8984.126
1073,9287.088
1074,7110.271
1075,11993.372
1076,5390.0938
1077,5445.4033
1078,9043.395
1079,10432.5
1080,13103.25
1081,7871.4727
1082,8297.107
1083,6902.973
1084,8754.993
1085,9143.909
1086,8857.488
1087,8624.581
1088,6272.802
1089,12738.323
1090,7942.992
1091,10421.451
1092,17185.88
1093,11309.304
1094,5655.8643
1095,5653.534
1096,8319.692
1097,12318.019
1098,6282.346
1099,13506.298
1100,7421.403
1101,12233.184
1102,7608.4575
1103,7865.1387
1104,6258.8047
1105,7337.4272
1106,6065.042
1107,8324.971
1108,6944.313
1109,5806.5327
1110,5745.0073
1111,5050.0884
1112,9493.158
1113,7408.383
1114,27892.576
1115,8286.81
1116,4933.132
1117,5836.4453
1118,8131.6807
1119,10581.412
1120,5098.83
1121,5146.717
1122,11838.393
1123,8445.075
1124,8062.1226
1125,5930.527
1126,7430.5757
1127,8177.796
1128,6979.873
1129,5886.6016
1130,8595.231
1131,9753.536
1132,7931.78
1133,7439.504
1134,7787.64
1135,12008.756
1136,6408.761
1137,5915.0474
1138,6139.3335
1139,11063.485
1140,11634.748
1141,9007.1455
1142,10599.907
1143,6195.808
1144,8383.513
1145,5288.2866
1146,6593.939
1147,5732.7017
1148,8451.103
1149,9128.111
1150,10584.128
1151,11089.527
1152,8017.126
1153,5942.0664
1154,5743.188
1155,5267.8164
1156,6800.7935
1157,11706.732
1158,6270.732
1159,5416.983
1160,6053.258
1161,6712.011
1162,7775.5054
1163,3434.0952
1164,8948.029
1165,4705.3184
1166,8030.9937
1167,7139.922
1168,6347.451
1169,9372.889
1170,5812.063
1171,8546.583
1172,10040.572
1173,7996.9185
1174,5862.9546
1175,10117.032
1176,5624.532
1177,7647.0674
1178,8854.075
1179,12686.807
1180,6744.355
1181,6969.7744
1182,10348.227
1183,7541.604
1184,10967.188
1185,6962.439
1186,10059.801
1187,5570.3887
1188,5113.6953
1189,6887.59
1190,7698.0156
1191,10647.002
1192,8865.906
1193,4223.506
1194,6541.4814
1195,8548.6455
1196,7699.793
1197,10193.938
1198,3868.566
1199,13107.763
1200,7963.0024
1201,5099.915
1202,6561.9097
1203,7476.294
1204,7312.967
1205,9151.937
1206,5431.7236
1207,7250.6943
1208,6487.7944
1209,7839.3154
1210,7862.049
1211,6958.0376
1212,7789.4526
1213,5831.938
1214,5878.2246
1215,9467.867
1216,7932.673
1217,7369.0796
1218,4679.961
1219,10498.048
1220,5229.457
1221,8676.95
1222,7782.205
1223,14097.873
1224,6657.547
1225,5828.4624
1226,7825.9355
1227,6156.4976
1228,6762.572
1229,5686.5464
1230,9479.262
1231,7763.2114
1232,4055.5815
1233,8616.302
1234,6014.599
1235,8193.185
1236,4578.1333
1237,11004.374
1238,10098.041
1239,4361.02
1240,13804.398
1241,6363.892
1242,6066.4307
1243,9518.763
1244,11163.205
1245,5767.3096
1246,4810.5337
1247,8530.629
1248,7064.297
1249,5130.987
1250,6457.0317
1251,7598.094
1252,9649.331
1253,10810.703
1254,8422.279
1255,9152.932
1256,7555.2114
1257,4593.5835
1258,7069.7974
1259,9681.697
1260,10458.603
1261,9132.334
1262,8579.751
1263,9068.097
1264,7326.2524
1265,11896.173
1266,7386.8345
1267,5796.0356
1268,7100.8774
1269,10691.838
1270,7603.3286
1271,9717.231
1272,10915.314
1273,9199.211
1274,8570.271
1275,6450.027
1276,7127.9395
1277,9067.267
1278,6883.2227
1279,8010.323
1280,4679.818
1281,6940.797
1282,11863.27
1283,9196.439
1284,7062.397
1285,5136.8145
1286,9190.17
1287,7961.127
1288,8393.226
1289,7180.516
1290,5800.2227
1291,5561.841
1292,4312.9526
1293,11910.308
1294,9391.627
1295,8028.7344
1296,7893.0195
1297,6116.999
1298,6603.002
1299,6457.512
1300,7183.249
1301,4292.6113
1302,6538.007
1303,7238.2427
1304,9023.044
1305,8864.156
1306,8067.715
1307,14290.878
1308,6536.841
1309,6475.4053
1310,11157.063
1311,5464.03
1312,7286.7456
1313,3049.6543
1314,8973.567
1315,7182.557
1316,6227.5654
1317,7165.4097
1318,7521.1675
1319,6156.7734
1320,6737.2437
1321,9325.015
1322,11057.684
1323,3282.1812
1324,8490.554
1325,3949.8567
1326,14216.856
1327,4173.99
1328,8840.6
1329,8896.299
1330,8358.379
1331,7308.6436
1332,4919.5093
1333,6200.555
1334,3543.2856
1335,5326.6455
1336,6665.9473
1337,5256.192
1338,7154.2236
1339,8930.381
1340,8035.3687
1341,7176.2847
1342,6614.91
1343,8713.549
1344,9757.603
1345,7733.48
1346,6693.579
1347,4595.319
1348,11801.022
1349,11367.786
1350,6596.3926
1351,8334.552
1352,4672.106
1353,8660.001
1354,5598.0864
1355,4789.806
1356,6540.0713
1357,4985.6934
1358,9608.692
1359,6293.4834
1360,10409.432
1361,7441.732
1362,9234.233
1363,7462.2876
1364,5788.0527
1365,9981.3545
1366,21153.16
1367,12097.053
1368,6762.649
1369,3544.134
1370,7090.8
1371,9531.117
1372,5487.607
1373,7478.8687
1374,14213.86
1375,6595.2036
1376,14607.381
1377,21691.982
1378,4387.2397
1379,7235.3022
1380,6304.5444
1381,4790.9575
1382,15519.672
1383,4923.523
1384,9255.184
1385,10319.841
1386,10367.51
1387,7800.5083
1388,8455.545
1389,5276.7275
1390,7277.66
1391,4622.484
1392,7797.6294
1393,7622.6943
1394,10602.577
1395,6983.0493
1396,6469.127
1397,4889.041
1398,8926.863
1399,6512.3086
1400,5381.391
1401,4630.3965
1402,9739.89
1403,6099.9214
1404,6595.889
1405,7227.8735
1406,9454.007
1407,1.0
1408,7108.223
1409,7347.085
1410,8056.626
1411,8213.574
1412,8516.118
1413,8895.018
1414,10595.097
1415,8234.918
1416,6185.882
1417,4039.1077
1418,7176.0244
1419,7471.468
1420,6734.321
1421,6028.3203
1422,3677.8406
1423,9493.467
1424,8008.7573
1425,10978.638
1426,7417.129
1427,6218.2344
1428,8448.186
1429,6319.2285
1430,5150.9307
1431,10920.594
1432,5915.0815
1433,8486.684
1434,8008.612
1435,17568.758
1436,7414.1016
1437,6916.622
1438,7921.664
1439,7726.004
1440,9932.372
1441,5938.1797
1442,9517.256
1443,4982.7646
1444,8270.702
1445,4070.8567
1446,6405.3267
1447,4168.157
1448,11779.556
1449,5810.4497
1450,16442.357
1451,16883.541
1452,5723.3755
1453,7456.2046
1454,5794.72
1455,6454.544
1456,5653.874
1457,12492.161
1458,8305.469
1459,10065.425
1460,6134.0596
1461,7936.971
1462,5917.869
1463,10430.809
1464,9107.31
1465,7067.5317
1466,7236.945
1467,7252.1606
1468,6966.1455
1469,8119.1025
1470,10225.313
1471,7463.2627
1472,9325.245
1473,11463.741
1474,7804.698
1475,7495.508
1476,7471.8315
1477,10344.467
1478,7327.014
1479,6391.4185
1480,7481.3228
1481,8149.609
1482,5084.7793
1483,12430.656
1484,7303.3125
1485,8859.727
1486,7746.4507
1487,9531.1
1488,5184.207
1489,7379.884
1490,11641.375
1491,8796.232
1492,8389.88
1493,8261.532
1494,4234.212
1495,15679.803
1496,10387.731
1497,9757.631
1498,19258.393
1499,12168.124
1500,8164.625
1501,8149.5
1502,10862.111
1503,11513.652
1504,12066.378
1505,11871.238
1506,6456.484
1507,7544.2373
1508,6925.6797
1509,9295.179
1510,3846.902
1511,14804.946
1512,6434.0205
1513,6919.196
1514,6776.1953
1515,10383.264
1516,8591.142
1517,7092.058
1518,8400.297
1519,6671.8945
1520,5087.7485
1521,7638.4004
1522,5253.856
1523,5759.9043
1524,7349.846
1525,6860.9824
1526,10219.678
1527,10134.475
1528,9146.255
1529,7033.652
1530,7678.3486
1531,12462.601
1532,7167.5835
1533,5619.18
1534,5740.6636
1535,5831.6265
1536,13108.763
1537,4829.1494
1538,12790.745
1539,7055.516
1540,3418.0413
1541,5305.6167
1542,9874.207
1543,7405.776
1544,6006.5957
1545,9709.365
1546,11180.392
1547,14293.687
1548,7456.2617
1549,10628.719
1550,3442.469
1551,6562.2354
1552,8487.129
1553,6452.4575
1554,7538.7637
1555,6050.8564
1556,6693.822
1557,5465.7134
1558,6125.792
1559,13142.977
1560,9831.008
1561,5137.471
1562,5004.4277
1563,8749.792
1564,12413.785
1565,12999.227
1566,6356.2666
1567,6691.8687
1568,13917.4795
1569,6907.9854
1570,8839.849
1571,7153.35
1572,6139.474
1573,7193.012
1574,10811.095
1575,5014.5435
1576,5361.6294
1577,5840.4272
1578,6389.8457
1579,11473.694
1580,8975.596
1581,8250.225
1582,14581.311
1583,9302.256
1584,13622.64
1585,13754.511
1586,8314.282
1587,5741.4956
1588,4094.9297
1589,8032.633
1590,6405.5835
1591,6780.236
1592,6710.795
1593,7402.1177
1594,14281.231
1595,5414.844
1596,6651.6694
1597,9646.248
1598,7587.695
1599,7849.364
1600,6458.159
1601,5666.5615
1602,8616.293
1603,3384.3176
1604,9472.618
1605,9466.748
1606,8901.484
1607,9987.297
1608,9991.185
1609,8776.095
1610,6218.7686
1611,8168.1064
1612,9841.628
1613,7745.165
1614,6506.2305
1615,7693.5015
1616,6017.061
1617,12364.7
1618,9463.877
1619,6834.2627
1620,6055.0073
1621,8171.73
1622,9699.452
1623,8127.424
1624,6952.12
1625,9091.609
1626,5715.236
1627,7174.69
1628,18596.934
1629,7329.5796
1630,9979.108
1631,7429.1157
1632,7490.677
1633,7065.9414
1634,6734.5967
1635,4398.487
1636,6115.3594
1637,10319.506
1638,14535.005
1639,9509.017
1640,9437.358
1641,13110.213
1642,10611.854
1643,12089.187
1644,8806.474
1645,9868.351
1646,4891.019
1647,11606.475
1648,12752.595
1649,9328.661
1650,9697.751
1651,9379.363
1652,8011.408
1653,4127.9365
1654,13173.51
1655,8693.302
1656,8137.5464
1657,7546.958
1658,3363.3555
1659,16120.9
1660,12144.483
1661,15113.736
1662,7579.9766
1663,4249.0083
1664,4953.941
1665,5863.6143
1666,6841.809
1667,9053.769
1668,8917.256
1669,5740.1704
1670,5928.683
1671,8531.476
1672,4324.2935
1673,3713.3086
1674,7883.021
1675,14802.8
1676,7456.0625
1677,20095.125
1678,5421.599
1679,6728.9463
1680,6887.6753
1681,5627.494
1682,5909.1377
1683,5616.8867
1684,4957.3447
1685,4329.4736
1686,8934.521
1687,7298.4727
1688,4645.558
1689,10399.617
1690,7429.0376
1691,6942.0947
1692,4505.215
1693,13704.099
1694,8529.71
1695,9650.371
1696,5849.2915
1697,7863.9985
1698,4735.328
1699,5357.4424
1700,5015.194
1701,16763.38
1702,12200.384
1703,7219.7983
1704,6167.6885
1705,5529.183
1706,6687.4976
1707,5697.8887
1708,12629.136
1709,4673.0776
1710,15133.252
1711,5491.555
1712,6728.8887
1713,6745.6157
1714,10045.697
1715,8374.657
1716,5326.691
1717,6977.337
1718,9172.463
1719,7882.953
1720,9011.099
1721,6076.884
1722,4727.651
1723,12958.477
1724,5069.8237
1725,4100.0425
1726,6471.318
1727,7510.3716
1728,7132.033
1729,7953.1123
1730,10871.822
1731,8569.16
1732,7808.4287
1733,7803.0757
1734,5796.1904
1735,9722.126
1736,6301.5444
1737,4638.5
1738,7439.1772
1739,8193.583
1740,7182.2695
1741,11787.58
1742,7400.494
1743,7368.5312
1744,6961.3364
1745,8376.399
1746,5730.788
1747,8041.0728
1748,6604.9233
1749,8779.971
1750,7272.227
1751,8253.2705
1752,11804.895
1753,6878.412
1754,4560.4287
1755,10607.351
1756,7550.5723
1757,3403.1045
1758,8022.8477
1759,10703.694
1760,14543.672
1761,5975.657
1762,5999.816
1763,6500.3994
1764,3783.873
1765,7522.667
1766,7722.0625
1767,8681.527
1768,7019.129
1769,7824.816
1770,9775.282
1771,3541.6262
1772,6648.942
1773,6132.515
1774,6160.0337
1775,6876.0244
1776,6504.0464
1777,8843.778
1778,7226.5156
1779,6223.1475
1780,9852.908
1781,9515.622
1782,9277.243
1783,9504.012
1784,5546.911
1785,8410.238
1786,8178.0923
1787,9330.316
1788,10740.406
1789,8953.767
1790,6799.5547
1791,9698.481
1792,8636.88
1793,8172.229
1794,9765.517
1795,6376.8345
1796,5044.2344
1797,13251.36
1798,9382.754
1799,10079.576
1800,6981.984
1801,8268.746
1802,9273.713
1803,4519.7637
1804,7390.1323
1805,5963.0796
1806,8832.946
